NWS  |USGS           |        |   |           |            |
5 CHR|STATION        |GOES    |NWS|LATITUDE   |LONGITUDE   |LOCATION
IDENT|NUMBER         |IDENTIFR|HSA|dd mm ss   | ddd mm ss  |NAME
-----|---------------|--------|---|-----------|------------|------------------------------
GRYV2|03170000       |CE5F0ED0|RNK|37 02 15   |080 33 25   |LITTLE RIVER AT GRAYSONTOWN VA
HALV2|02077000       |CE6D4E5E|RNK|36 46 35   |078 54 58   |BANISTER RIVER AT HALIFAX VA
HCRV2|02025652       |17C4A24C|RNK|37 29 07   |079 10 00   |HARRIS CREEK BELOW ROUTE 130 NEAR MONROE VA
HDSV2|02059500       |DDA27282|RNK|37 10 23   |079 31 14   |GOOSE CREEK NEAR HUDDLESTON VA
HLCV2|02038850       |DDC4707E|RNK|37 24 55   |078 38 10   |HOLIDAY CREEK NEAR ANDERSONVILLE VA
HRKV2|02025500       |DD6A6136|RNK|37 30 04   |079 15 46   |JAMES RIVER AT HOLCOMB ROCK VA
IVNV2|03165500       |DE2A3070|RNK|36 50 05   |080 57 10   |NEW RIVER AT IVANHOE VA
JBDV2|02024750       |D11CB776|RNK|37 34 46.9 |079 22 35.9 |JAMES RIVER AT BEDFORD DAM NR MAJOR VA
JBIV2|02024752       |17F4F440|RNK|37 33 19   |079 22 03   |JAMES RIVER AT BLUE RIDGE PKWY NR BIG ISLAND VA
JCKV2|02011800       |CE2603F2|RNK|37 56 54   |079 56 58   |JACKSON RIVER BL GATHRIGHT DAM NR HOT SPGS VA
JCRV2|02017500       |DD91C072|RNK|37 30 22   |080 06 25   |JOHNS CREEK AT NEW CASTLE VA
KCKV2|02022500       |DDA4C1C2|RNK|37 49 32   |079 26 36   |KERRS CREEK NEAR LEXINGTON VA
LAAV2|02054500       |DE2A05EA|RNK|37 14 11   |080 12 34   |ROANOKE RIVER AT LAFAYETTE VA
LBCV2|02011490       |17D2A51C|RNK|38 12 52   |079 50 16   |LITTLE BACK CREEK NEAR SUNRISE VA
LFKV2|364258080313700|CE0002D2|RNK|36 42 57.82|080 31 37.29|METEOROLOGICAL STATION AT LAUREL FORK VA
LIRV2|02016500       |DDB2C692|RNK|37 46 25   |079 47 05   |JAMES RIVER AT LICK RUN VA
LRNV2|0205551460     |16858424|RNK|37 16 40.6 |079 56 15.2 |LICK RUN ABOVE PATTON AVENUE AT ROANOKE VA
LRSV2|03170500       |175C33AE|RNK|37 04 39   |080 34 22   |LITTLE RIVER RESERVOIR NEAR RADFORD VA
MCWV2|370812080261901|DD87D454|RNK|37 08 12   |080 26 19   |27F  2 SOW 019
NECV2|373031080055301|DDFDB54C|RNK|37 30 30.61|080 05 52.72|METEOROLOGICAL STATION AT NEW CASTLE VA
NIAV2|02056000       |17F31586|RNK|37 15 18   |079 52 18   |ROANOKE RIVER AT NIAGARA VA
NMRV2|02070000       |DDA482C8|RNK|36 34 05   |079 59 15   |NORTH MAYO RIVER NEAR SPENCER VA
NTLV2|02069700       |DDA4724C|RNK|36 34 15   |080 07 47   |SOUTH MAYO RIVER NEAR NETTLERIDGE VA
PCEV2|02075500       |CE449156|RNK|36 38 32   |079 05 23   |DAN RIVER AT PACES VA
PIRV2|02027500       |DD9237F8|RNK|37 42 08   |079 01 40   |PINEY RIVER AT PINEY RIVER VA
PLRV2|02024915       |DD6953A2|RNK|37 41 51   |079 16 42   |PEDLAR RIVER AT FOREST ROAD NEAR BUENA VISTA VA
PTCV2|02014000       |CE26538E|RNK|37 43 44   |080 02 33   |POTTS CREEK NEAR COVINGTON VA
PTTV2|02071900       |CE6D408C|RNK|36 46 52   |080 01 40   |PHILPOTT RES AT PHILPOTT DAM NR PHILPOTT VA
RDFV2|03171000       |CE57FAF2|RNK|37 08 30   |080 34 10   |NEW RIVER AT RADFORD VA
RKRV2|02028500       |DDA43146|RNK|37 52 10   |078 49 25   |ROCKFISH RIVER NEAR GREENFIELD VA
RNDV2|02066000       |CE447C76|RNK|36 54 54   |078 44 28   |ROANOKE (STAUNTON) RIVER AT RANDOLPH VA
ROBV2|02021500       |DDB117F4|RNK|37 54 26   |079 25 20   |MAURY RIVER AT ROCKBRIDGE BATHS VA
RONV2|02055000       |DE29E116|RNK|37 15 30   |079 56 20   |ROANOKE RIVER AT ROANOKE VA
RORV2|02054750       |1790A334|RNK|37 16 17.6 |080 00 28.4 |ROANOKE RIVER AT ROUTE 117 AT ROANOKE VA
RTSV2|02055080       |175C5648|RNK|37 15 51.1 |079 54 55.6 |ROANOKE RIVER AT THIRTEENTH ST BR AT ROANOKE VA
SALV2|03488000       |DE2E95B2|RNK|36 53 48   |081 44 47   |N F HOLSTON RIVER NEAR SALTVILLE VA
SANV2|02058400       |DD0A3378|RNK|36 56 45   |079 31 30   |PIGG RIVER NEAR SANDY LEVEL VA
SBNV2|02076000       |CE028132|RNK|36 41 35.6 |078 54 01.5 |DAN RIVER AT SOUTH BOSTON VA
SDRV2|02074500       |1711068E|RNK|36 37 10   |079 30 16   |SANDY RIVER NEAR DANVILLE VA
SHAV2|02053800       |DE29F260|RNK|37 08 24   |080 16 00   |S F ROANOKE RIVER NEAR SHAWSVILLE VA
SHLV2|03471500       |175DF44A|RNK|36 45 37   |081 37 53   |S F HOLSTON RIVER AT RIVERSIDE NEAR CHILHOWIE VA
SMFV2|03474000       |DDE70EDC|RNK|36 48 26   |081 37 20   |M F HOLSTON RIVER AT SEVEN MILE FORD VA
SMMV2|02073000       |DDA4613A|RNK|36 39 40   |079 52 51   |SMITH RIVER AT MARTINSVILLE VA
SMRV2|02072000       |CE848644|RNK|36 46 50   |080 01 30   |SMITH RIVER NEAR PHILPOTT VA
SMWV2|02071530       |DD69D5B6|RNK|36 46 42   |080 14 58   |SMITH RIVER AT SMITH RIV CHURCH NR WOOLWINE VA
SUNV2|02011470       |CE25D294|RNK|38 11 25   |079 48 43   |BACK CREEK AT SUNRISE VA
SVEV2|02029000       |DD4D21E6|RNK|37 47 50   |078 29 30   |JAMES RIVER AT SCOTTSVILLE VA
TKRV2|02055379       |DE2E86C4|RNK|37 18 50.6 |079 55 56.8 |TINKER CREEK UPPER AT COLUMBIA ST AT ROANOKE VA
TNKV2|0205551614     |166A64CE|RNK|37 16 40.40|079 54 33.70|TINKER CREEK ABOVE GLADE CREEK AT ROANOKE VA
TRTV2|363703081224101|CE6FA68A|RNK|36 37 03   |081 22 41   |METEOROLOGICAL STATION AT VOLNEY VA
TYLV2|02027000       |DDA42230|RNK|37 42 55   |078 58 55   |TYE RIVER NEAR LOVINGSTON VA
WLLV2|365133080285301|CE67DA6E|RNK|36 51 33   |080 28 53   |METEOROLOGICAL STATION AT WILLIS VA
WOLV2|03175500       |CE6FB5FC|RNK|37 18 20   |080 51 00   |WOLF CREEK NEAR NARROWS VA
RDAV3|182005064570700|DDFE3456|SJU|18 20 05.7 |064 57 07.7 |LITTLE KRUM BAY ST. THOMAS USVI
BNTV1|01334000       |DD8891CC|ALY|42 54 46   |073 15 25   |WALLOOMSAC RIVER NEAR NORTH BENNINGTON VT
JAMV1|01155500       |CE3941F4|ALY|43 06 32   |072 46 33   |WEST RIVER AT JAMAICA VT
RKGV1|01153550       |DD6DC3FA|ALY|43 11 30   |072 29 08   |WILLIAMS RIVER NEAR ROCKINGHAM VT
TOWV1|01155910       |CE31E5AA|ALY|43 03 04   |072 42 02   |WEST RIVER BELOW TOWNSHEND DAM NEAR TOWNSHEND VT
BMFV1|04288225       |16682230|BTV|44 31 24   |072 46 20   |W BRANCH LITTLE R ABV BINGHAM FALLS NEAR STOWE VT
BURV1|04294500       |DD8246F6|BTV|44 28 34   |073 13 19   |LAKE CHAMPLAIN AT BURLINGTON VT
CARV1|04280000       |175D17B8|BTV|43 37 27   |073 18 43   |POULTNEY RIVER BELOW FAIR HAVEN VT
CENV1|04282000       |DD91056C|BTV|43 36 13   |073 00 49   |OTTER CREEK AT CENTER RUTLAND VT
COVV1|04296280       |17C2846E|BTV|44 52 17   |072 12 02   |BARTON RIVER NEAR COVENTRY VT
CVYV1|04296000       |175D54B2|BTV|44 52 08   |072 16 14   |BLACK RIVER AT COVENTRY VT
EBKV1|04293500       |DD6DA61C|BTV|44 57 36   |072 41 49   |MISSISQUOI RIVER NEAR EAST BERKSHIRE VT
EBRV1|04283500       |DD39F718|BTV|44 09 18   |072 26 42   |EAST BARRE DETENTION RESERVOIR AT EAST BARRE VT
EFRV1|04294300       |17F2E7F8|BTV|45 00 10   |072 50 02   |PIKE RIVER AT EAST FRANKLIN NR ENOSBURG FALLS VT
EHVV1|01133000       |16C9A088|BTV|44 38 02   |071 53 53   |EAST BRANCH PASSUMPSIC RIVER NEAR EAST HAVEN VT
EORV1|01139800       |17F306F0|BTV|44 05 34   |072 20 10   |EAST ORANGE BRANCH AT EAST ORANGE VT
ESSV1|04290500       |DD16260C|BTV|44 28 44   |073 08 21   |WINOOSKI RIVER NEAR ESSEX JUNCTION VT
FERV1|04282650       |175D91AC|BTV|44 11 53   |073 14 58   |LITTLE OTTER CREEK AT FERRISBURG VT
GEOV1|04292500       |DD1686F4|BTV|44 40 45   |073 04 23   |LAMOILLE RIVER AT EAST GEORGIA VT
HGCV1|04294140       |166847D6|BTV|44 57 47   |072 59 31   |ROCK RIVER NEAR HIGHGATE CENTER VT
JONV1|04292000       |175CC32A|BTV|44 37 22   |072 40 36   |LAMOILLE RIVER AT JOHNSON VT
JVLV1|04292201       |DF01709E|BTV|44 38 39   |072 50 10   |LAMOILLE RIVER AT JEFFERSONVILLE VT
JWTV1|04292810       |17186534|BTV|44 51 22   |073 09 03   |JEWETT BROOK AT VT 38 NEAR ST. ALBANS VT
LNGV1|04285800       |DD4F6718|BTV|44 15 39   |072 34 35   |NORTH BRANCH WINOOSKI RIVER AT MONTPELIER VT
MDBV1|04282500       |DE14211E|BTV|44 00 47   |073 10 06   |OTTER CREEK AT MIDDLEBURY VT
MEMV1|04295500       |1662839A|BTV|44 56 16   |072 12 24   |LAKE MEMPHREMAGOG AT NEWPORT VT
MKTV1|04282629       |175E365A|BTV|44 11 08.61|073 11 05.53|LITTLE OTTER CK AT MONKTON RD NR FERRISBURGH VT
MONV1|04286000       |17F2C114|BTV|44 15 24   |072 35 38   |WINOOSKI RIVER AT MONTPELIER VT
MOOV1|04288000       |DE20E74A|BTV|44 16 38   |072 44 35   |MAD RIVER NEAR MORETOWN VT
MOSV1|04288295       |DDC41598|BTV|44 26 33   |072 43 28   |LITTLE RIVER NEAR STOWE VT
NDVV1|01135150       |DDC406EE|BTV|44 28 34   |072 07 30   |POPE BROOK (SITE W-3) NEAR NORTH DANVILLE VT
NFBV1|04282780       |177020AA|BTV|44 14 57   |073 13 44   |LEWIS CREEK AT NORTH FERRISBURG VT
NFFV1|04287000       |175CB5BA|BTV|44 10 57   |072 38 28   |DOG RIVER AT NORTHFIELD FALLS VT
NHDV1|01151400       |CE31B5D6|BTV|43 36 15   |072 21 44   |NORTH HARTLAND RESERVOIR AT NORTH HARTLAND VT
NHVV1|04282525       |175CE5C6|BTV|44 03 42   |073 10 16   |NEW HAVEN RIVER @ BROOKSVILLE NR MIDDLEBURY VT
NSPV1|01153000       |CE395282|BTV|43 20 00   |072 30 55   |BLACK RIVER AT NORTH SPRINGFIELD VT
NTYV1|04293000       |175D725E|BTV|44 58 22   |072 23 09   |MISSISQUOI RIVER NEAR NORTH TROY VT
NWPV1|04296500       |165606C4|BTV|44 56 25   |072 11 23   |CLYDE RIVER AT NEWPORT VT
OTQV1|01150900       |17C0711E|BTV|43 37 20   |072 45 34   |OTTAUQUECHEE RIVER NEAR WEST BRIDGEWATER VT
PASV1|01135500       |172B42A6|BTV|44 21 56   |072 02 23   |PASSUMPSIC RIVER AT PASSUMPSIC VT
RANV1|01142500       |DD6DB56A|BTV|43 56 04   |072 39 30   |AYERS BROOK AT RANDOLPH VT
RCHV1|04288230       |DD6D9386|BTV|44 30 14   |072 46 56   |RANCH BROOK AT RANCH CAMP NEAR STOWE VT
SBFV1|04282795       |DE14578E|BTV|44 22 12   |073 13 00   |LAPLATTE RIVER AT SHELBURNE FALLS VT
STJV1|01135300       |175DA436|BTV|44 26 07   |072 02 20   |SLEEPERS RIVER (SITE W-5) NEAR ST. JOHNSBURY VT
SWAV1|04294000       |17F2D262|BTV|44 55 00   |073 07 44   |MISSISQUOI RIVER AT SWANTON VT
UNVV1|01141500       |CE31A6A0|BTV|43 47 24   |072 15 19   |OMPOMPANOOSUC RIVER AT UNION VILLAGE VT
VICV1|01134500       |DDB296EE|BTV|44 30 42   |071 50 16   |MOOSE RIVER AT VICTORY VT
WATV1|04288040       |DE2AF56E|BTV|44 19 42.37|072 44 46.25|WINOOSKI RIVER ABOVE CROSSETT BK AT WATERBURYVT
WEHV1|01144000       |CE46E232|BTV|43 42 51   |072 25 07   |WHITE RIVER AT WEST HARTFORD VT
WLRV1|01139000       |DE17766C|BTV|44 09 01   |072 03 56   |WELLS RIVER AT WELLS RIVER VT
WRSV1|04288500       |170522C6|BTV|44 22 54   |072 46 13   |WATERBURY RESERVOIR NEAR WATERBURY VT
WRTV1|04285500       |1662731E|BTV|44 17 58   |072 34 45   |NORTH BRANCH WINOOSKI RIVER AT WRIGHTSVILLE VT
WTBV1|04289000       |17F2B784|BTV|44 22 13   |072 46 09   |LITTLE RIVER NEAR WATERBURY VT
WVRV1|04285000       |172B12DA|BTV|44 18 38   |072 34 31   |WRIGHTSVILLE DETENTION RESERVOIR @ WRIGHTSVILLE VT
WELV1|01138500       |CE46ECE0|GYX|44 09 12   |072 02 32   |CONNECTICUT RIVER AT WELLS RIVER VT
ACAW1|13335050       |17B9A486|OTX|46 20 27   |117 03 18   |ASOTIN CREEK AT ASOTIN WA
ACMW1|12447390       |163647FC|OTX|48 49 23   |120 08 41   |ANDREWS CREEK NEAR MAZAMA WA
ANAW1|13334300       |DD5CA296|OTX|46 05 50   |116 58 36   |SNAKE RIVER NEAR ANATONE WA
ANTW1|12444290       |169CD59A|OTX|48 45 34   |119 24 29   |ANTOINE CREEK AT US HWY 97 NEAR ELLISFORDE WA
ARDW1|12452800       |DD09A114|OTX|47 49 07   |120 25 19   |ENTIAT RIVER NEAR ARDENVOIR WA
ATAW1|12395501       |16DC65C8|OTX|48 12 53   |117 03 44   |AUX GAGE FOR PEND OREILLE R AT NEWPORT WA
ATGW1|12395500       |DE0A5478|OTX|48 10 56   |117 02 03   |PEND OREILLE RIVER AT NEWPORT WA
BCAW1|12396500       |DD7602D2|OTX|48 46 52   |117 24 55   |PEND OREILLE RIVER BELOW BOX CANYON NEAR IONE WA
BCBW1|12396500       |DD7611A4|OTX|48 46 52   |117 24 55   |PEND OREILLE RIVER BELOW BOX CANYON NEAR IONE WA
BCRW1|12444550       |DD09129A|OTX|48 42 05   |119 26 30   |BONAPARTE CREEK AT TONASKET WA
BDSW1|485851117212800|16E9A166|OTX|48 58 51   |117 21 28   |BOUNDARY P. NR METALINE WA
BDYW1|12398600       |DE61730E|OTX|48 59 56   |117 21 09   |PEND OREILLE RIVER AT INTERNATIONAL BOUNDARY
BWTW1|12398550       |DE61B610|OTX|48 59 20   |117 20 55   |BOUNDARY RESERVOIR AT FOREBAY NR METALINE FALLS
BYRW1|474525120161000|DE6595C6|OTX|47 45 25   |120 16 10   |BD2 PRECIP SITE BYRD CANYON NEAR ENTIAT WA
BZRW1|475955120220601|DE66A752|OTX|47 59 54.52|120 22 06.11|BARNEY ZEL RIDGE NEAR MANSON WA
CCBW1|12472600       |1714F1CA|OTX|46 49 48   |119 49 48   |CRAB CREEK NEAR BEVERLY WA
CHDW1|12452000       |16DEE628|OTX|47 50 11   |120 03 37   |LAKE CHELAN AT CHELAN WA
CHEW1|481626117425600|16397A26|OTX|48 16 24   |117 44 24   |CHEWELAH P. AT CHEWELAH WA
CHIW1|12456500       |DE04F0E8|OTX|47 50 15   |120 39 40   |CHIWAWA RIVER NEAR PLAIN WA
CHKW1|12433200       |DDF083B0|OTX|47 51 48   |117 51 26   |CHAMOKANE CREEK BELOW FALLS NEAR LONG LAKE WA
CIBW1|12399510       |3483436A|OTX|48 58 17   |117 38 24   |COLUMBIA RIVER AUX GAGE AT INTERNATIONAL BOUNDARY
COBW1|12438000       |168996CE|OTX|48 00 24   |119 39 51   |COLUMBIA RIVER AT BRIDGEPORT WA
CRBW1|12465000       |DE05370C|OTX|47 21 38   |118 50 56   |CRAB CREEK AT IRBY WA
ENRW1|12452990       |DE6607AA|OTX|47 39 48   |120 14 58   |ENTIAT RIVER NEAR ENTIAT WA
FRYW1|12401500       |DD8C0194|OTX|48 58 53   |118 45 55   |KETTLE RIVER NEAR FERRY WA
HAGW1|12424000       |DD70116A|OTX|47 39 10   |117 26 55   |HANGMAN CREEK AT SPOKANE WA
HCTW1|12422990       |DDDBC2FC|OTX|47 12 10   |117 02 23   |HANGMAN CREEK AT STATE LINE ROAD NEAR TEKOA WA
HOPW1|13351000       |DE00F5D2|OTX|46 45 31   |118 08 52   |PALOUSE RIVER AT HOOPER WA
IBCW1|12399500       |DDC5E7E6|OTX|49 00 03   |117 37 42   |COLUMBIA RIVER AT INTERNATIONAL BOUNDARY
ICIW1|12458000       |173AF44C|OTX|47 32 28   |120 43 08   |ICICLE CREEK ABOVE SNOW CREEK NEAR LEAVENWORTH WA
JRVW1|12445500       |169CE000|OTX|48 29 50   |119 31 30   |JOHNSON CREEK NEAR RIVERSIDE WA
KLLW1|12434590       |D112C58E|OTX|48 05 04   |118 41 25   |SANPOIL RIVER ABOVE JACK CREEK AT KELLER WA
KTFW1|12409000       |17977768|OTX|48 35 40   |118 03 41   |COLVILLE RIVER AT KETTLE FALLS WA
LAUW1|12404500       |DD8C12E2|OTX|48 59 04   |118 12 55   |KETTLE RIVER NEAR LAURIER WA
LEKW1|12427000       |DD89F6D0|OTX|48 01 20   |117 16 19   |LITTLE SPOKANE RIVER AT ELK WA
LGTW1|13343590       |D11114E8|OTX|46 39 34   |117 25 31   |LOWER GRANITE LK FOREBAY AT LOWER GRANITE DAM WA
LLPW1|12447285       |16363FBE|OTX|48 17 00   |119 42 26   |LOUP LOUP CREEK AT MALOTT WA
LSDW1|12431000       |DD3830FC|OTX|47 47 05   |117 24 12   |LITTLE SPOKANE RIVER AT DARTFORD WA
LSRW1|12431500       |16DED3B2|OTX|47 46 52   |117 29 43   |LITTLE SPOKANE RIVER NEAR DARTFORD WA
LWNW1|475014120475400|1639392C|OTX|47 50 14   |120 47 54   |LAKE WENATCHEE P. NR LEAVENWORTH WA
MCRW1|471938120245200|DE6543AE|OTX|47 19 38   |120 24 52   |PV1 PRECIP SITE ABV MISSION CR NR WENATCHEE WA
MLAW1|12471000       |DD5675AC|OTX|47 06 11   |119 19 02   |MOSES LAKE AT MOSES LAKE WA
MONW1|12462500       |DE0114DA|OTX|47 29 58   |120 25 24   |WENATCHEE RIVER AT MONITOR WA
MOTW1|12449500       |16DEB654|OTX|48 21 55   |120 06 54   |METHOW RIVER AT TWISP WA
MRAW1|12452890       |1739F342|OTX|47 44 13   |120 22 03   |MAD RIVER AT ARDENVOIR WA
MSLW1|12467000       |1636AADC|OTX|47 11 22   |119 15 53   |CRAB CREEK NEAR MOSES LAKE WA
MZMW1|12447383       |DE050296|OTX|48 34 27.3 |120 23 09.1 |METHOW RIVER ABOVE GOAT CREEK NEAR MAZAMA WA
NCAW1|472423120261300|DE656542|OTX|47 24 23   |120 26 13   |CN3 PRECIP SITE NUMBER ONE CANYON NR WENATCHEE WA
NITW1|12442500       |DE04E39E|OTX|48 59 05   |119 37 02   |SIMILKAMEEN RIVER NEAR NIGHTHAWK WA
NOCW1|472615120255800|DE6586B0|OTX|47 26 15   |120 25 58   |CN1 PRECIP SITE NUMBER ONE CANYON NR WENATCHEE WA
NOOW1|472516120261400|DE657634|OTX|47 25 16   |120 26 14   |CN2 PRECIP SITE NUMBER ONE CANYON NR WENATCHEE WA
OKAW1|12439500       |DD763748|OTX|48 55 51   |119 25 09   |OKANOGAN RIVER AT OROVILLE WA
OKCW1|12445900       |169CF376|OTX|48 22 02   |119 26 38   |OMAK CREEK NEAR OMAK WA
OKGW1|12439000       |DDEB94F0|OTX|48 57 24   |119 26 18   |OSOYOOS LAKE NEAR OROVILLE WA
OKMW1|12447200       |DDD8139A|OTX|48 16 53   |119 42 12   |OKANOGAN RIVER AT MALOTT WA
OKNW1|12439500       |DD76243E|OTX|48 55 51   |119 25 09   |OKANOGAN RIVER AT OROVILLE WA
ONMW1|12438905       |DDD82600|OTX|48 58 13.33|119 25 06.67|NINEMILE CREEK AT EASTLAKE RD NEAR OROVILLE WA
PATW1|12449950       |DD0AB56C|OTX|48 04 39   |119 59 02   |METHOW RIVER NEAR PATEROS WA
PEAW1|472215120264100|DE6550D8|OTX|47 22 15   |120 26 41   |PV3 PRECIP SITE PEAVINE CANYON NEAR WENATCHEE WA
PESW1|12459000       |16392488|OTX|47 35 00   |120 37 06   |WENATCHEE RIVER AT PESHASTIN WA
POCW1|12395950       |16DEF55E|OTX|48 20 10   |117 17 31   |PEND OREILLE RIVER AT CUSICK WA
POIW1|12396455       |DE012140|OTX|48 44 28   |117 24 44   |PEND OREILLE RIVER AT IONE WA
PULW1|13348000       |DE3A417E|OTX|46 43 57   |117 10 48   |SOUTH FORK PALOUSE RIVER AT PULLMAN WA
SADW1|12446995       |16361780|OTX|48 24 19   |119 37 14   |SALMON CREEK ABOVE DIVERSION NEAR OKANOGAN WA
SALW1|12446150       |16924490|OTX|48 35 47   |119 46 22   |NORTH FORK SALMON CREEK NEAR CONCONULLY WA
SCCW1|12446400       |1692627C|OTX|48 32 28   |119 45 47   |WEST FORK SALMON CREEK NEAR CONCONULLY WA
SGRW1|12422000       |15D610EC|OTX|47 40 45   |117 21 49   |SPOKANE RIVER BELOW N GREENE ST AT SPOKANE WA
SPOW1|12422500       |DD70021C|OTX|47 39 34   |117 26 53   |SPOKANE RIVER AT SPOKANE WA
SRDW1|475647120145000|DE5FB408|OTX|47 56 47   |120 14 50   |FC1 PRECIP SITE SLIDE RIDGE NEAR MANSON WA
STHW1|12451000       |DDDEC53C|OTX|48 19 47   |120 41 26   |STEHEKIN RIVER AT STEHEKIN WA
STKW1|12451200       |171212F6|OTX|48 18 22   |120 39 11   |LAKE CHELAN AT PURPLE POINT AT STEHEKIN WA
TEKW1|471340117045400|D112A068|OTX|47 13 40   |117 04 54   |TEKOA P. NR TEKOA WA
TONW1|12445000       |DD5B864E|OTX|48 37 57   |119 27 38   |OKANOGAN RIVER NEAR TONASKET WA
TWIW1|12448998       |DE05247A|OTX|48 22 12   |120 08 51   |TWISP RIVER NEAR TWISP WA
WINW1|12448000       |DE0511E0|OTX|48 28 38   |120 11 07   |CHEWUCH RIVER AT WINTHROP WA
WPLW1|12457000       |DE00A5AE|OTX|47 45 47   |120 39 54   |WENATCHEE RIVER AT PLAIN WA
WSBW1|12450650       |168AA45A|OTX|47 56 52   |119 51 45   |WELLS POWERPLANT HEADWATER NEAR PATEROS WA
WTHW1|12448500       |DD5B9538|OTX|48 28 25   |120 10 34   |METHOW RIVER AT WINTHROP WA
AHUW1|12502500       |345B62DA|PDT|46 32 10   |120 28 20   |AHTANUM CREEK AT UNION GAP WA
AMRW1|12488500       |DDDE26CE|PDT|46 58 40   |121 10 03   |AMERICAN RIVER NEAR NILE WA
CMWW1|14016940       |DDF49B2E|PDT|46 13 20.87|118 07 44.42|COPPEI CREEK AT MCCOWN ROAD NEAR WAITSBURG WA
CTCW1|12514400       |D110C07A|PDT|46 13 27   |119 06 55   |COLUMBIA RIVER BELOW HWY 395 BRIDGE AT PASCO WA
FMBW1|14013700       |DDF1075E|PDT|46 05 09   |118 13 38   |MILL CREEK AT FIVE MILE RD BR NR WALLA WALLA WA
KCKW1|14111400       |DE3A5208|PDT|45 57 45   |121 06 04   |KLICKITAT RIVER BL SUMMIT CREEK NEAR GLENWOOD WA
KIOW1|12510500       |170EE470|PDT|46 15 13   |119 28 37   |YAKIMA RIVER AT KIONA WA
KLCW1|14107000       |DD5DB31A|PDT|46 15 54   |121 14 38   |KLICKITAT RIVER ABOVE WEST FORK NEAR GLENWOOD WA
LBYW1|13343855       |D1112172|PDT|46 34 59   |118 01 24   |LAKE BRYAN FOREBAY AT LITTLE GOOSE DAM WA
MLKW1|14013000       |DDEB8786|PDT|46 00 29   |118 07 03   |MILL CREEK NEAR WALLA WALLA WA
MLLW1|14015000       |DE5545DE|PDT|46 04 35   |118 16 21   |MILL CREEK AT WALLA WALLA WA
MTAW1|455959121323700|DDDEB3AC|PDT|45 59 59   |121 32 37   |MT. ADAMS P. NR TROUT LAKE WA
PITW1|14113000       |178924E2|PDT|45 45 24   |121 12 32   |KLICKITAT RIVER NEAR PITT WA
PRDW1|12472800       |DD0E03D8|PDT|46 37 44   |119 51 49   |COLUMBIA RIVER BELOW PRIEST RAPIDS DAM WA
SSPW1|455657120395300|1719B1A6|PDT|45 56 57   |120 39 53   |SATUS PASS P. NR GOLDENDALE WA
TCHW1|14018500       |DDD5859E|PDT|46 01 40   |118 43 43   |WALLA WALLA RIVER NEAR TOUCHET WA
TGAW1|14016820       |DDF48858|PDT|46 16 37.35|118 06 41.66|TOUCHET RIVER AT GALLAHER RD NEAR WAITSBURG WA
TOPW1|12506000       |171193EC|PDT|46 18 40   |120 47 13   |TOPPENISH CREEK NEAR FORT SIMCOE WA
TUCW1|13344500       |172F310C|PDT|46 30 20   |118 03 55   |TUCANNON RIVER NEAR STARBUCK WA
UMTW1|12484500       |DD00322A|PDT|46 51 46   |120 28 44   |YAKIMA RIVER AT UMTANUM WA
YUNW1|12500450       |DDD596E8|PDT|46 32 04   |120 27 58   |YAKIMA RIVER ABOVE AHTANUM CREEK AT UNION GAP WA
CASW1|14243000       |171A73B6|PQR|46 16 30   |122 54 48   |COWLITZ RIVER AT CASTLE ROCK WA
CCAW1|14219000       |DDD52566|PQR|45 56 24   |122 18 57   |CANYON CREEK NEAR AMBOY WA
CCIW1|453845121564001|CE7AA806|PQR|45 38 45   |121 56 40   |COLUMBIA RIVER AT CASCADE ISLAND WA
HNBW1|14128895       |17B186CC|PQR|45 38 10.7 |121 58 56.9 |HAMILTON CREEK NEAR MOUTH AT N BONNEVILLE WA
HSSW1|14222500       |DD78702A|PQR|45 50 13   |122 27 54   |EAST FORK LEWIS RIVER NEAR HEISSON WA
LRCW1|14216000       |DDD2B230|PQR|46 03 38   |121 59 00   |LEWIS RIVER ABOVE MUDDY RIVER NEAR COUGAR WA
MAYW1|14238000       |DE539378|PQR|46 30 38   |122 36 54   |COWLITZ RIVER BELOW MAYFIELD DAM WA
MERW1|14220500       |DE910958|PQR|45 57 07   |122 33 46   |LEWIS RIVER AT ARIEL WA
MEYW1|14219950       |1796F386|PQR|45 58 17   |122 23 02   |LAKE MERWIN NEAR CHELATCHIE WA
MUDW1|14216500       |DD78635C|PQR|46 04 33   |121 59 51   |MUDDY RIVER BELOW CLEAR CREEK NEAR COUGAR WA
NASW1|12010000       |DDF33730|PQR|46 22 27   |123 44 32   |NASELLE RIVER NEAR NASELLE WA
SCSW1|14240446       |DF077050|PQR|46 15 23   |122 16 28   |CASTLE LAKE NEAR MOUNT ST. HELENS WA
SFRW1|14217599       |DD7B51C8|PQR|46 03 46   |122 07 52   |SWIFT RESERVOIR 3.2 MI EAST OF DAM NEAR COUGAR WA
SPTW1|14240311       |DDEB6474|PQR|46 16 56   |122 11 43   |SPIRIT LAKE TUNNEL OUTLET NR SPIRIT LAKE WA
SRBW1|14240525       |17D581C4|PQR|46 22 19   |122 34 40   |NF TOUTLE RIVER BELOW SRS NEAR KID VALLEY WA
STVW1|14128600       |162E4A16|PQR|45 41 58   |121 52 02   |COLUMBIA RIVER AT STEVENSON WA
